 4294967295 2.774613  2.881236
 4294967295 2.738188  2.915875
 4294967295 2.701331  2.950052
 4294967295 2.664047  2.983765
 4294967295 2.626343  3.017006
 4294967295 2.588224  3.049770
 4294967295 2.549696  3.082053
 4294967295 2.510765  3.113849
 4294967295 2.471438  3.145154
 4294967295 2.431721  3.175962
 4294967295 2.391620  3.206268
 4294967295 2.351141  3.236068
 4294967295 2.310291  3.265357
 4294967295 2.269076  3.294130
 4294967295 2.227502  3.322384
 4294967295 2.185577  3.350112
 4294967295 2.143307  3.377312
 4294967295 2.100699  3.403978
 4294967295 2.057758  3.430107
 4294967295 2.014493  3.455694
 4294967295 1.970909  3.480735
 4294967295 1.927015  3.505227
 4294967295 1.882816  3.529165
 4294967295 1.838319  3.552546
 4294967295 1.793533  3.575366
 4294967295 1.748463  3.597621
 4294967295 1.703117  3.619308
 4294967295 1.657502  3.640424
 4294967295 1.611626  3.660965
 4294967295 1.565495  3.680927
 4294967295 1.519116  3.700309
 4294967295 1.472498  3.719106
 4294967295 1.425648  3.737316
 4294967295 1.378572  3.754935
 4294967295 1.331278  3.771962
 4294967295 1.283774  3.788393
 4294967295 1.236068  3.804226
 4294967295 1.188166  3.819458
 4294967295 1.140077  3.834087
 4294967295 1.091808  3.848111
 4294967295 1.043366  3.861527
 4294967295 0.994760  3.874333
 4294967295 0.945996  3.886527
 4294967295 0.897083  3.898107
 4294967295 0.848028  3.909072
 4294967295 0.798840  3.919420
 4294967295 0.749525  3.929149
 4294967295 0.700092  3.938257
 4294967295 0.650549  3.946744
 4294967295 0.600902  3.954607
 4294967295 0.551161  3.961846
 4294967295 0.501333  3.968459
 4294967295 0.451426  3.974445
 4294967295 0.401447  3.979804
 4294967295 0.351405  3.984534
 4294967295 0.301307  3.988636
 4294967295 0.251162  3.992107
 4294967295 0.200977  3.994948
 4294967295 0.150761  3.997158
 4294967295 0.100520  3.998737
 4294967295 0.050264  3.999684
 4294967295 0.000000  4.000000
 4294967295 -0.050264  3.999684
 4294967295 -0.100520  3.998737
 4294967295 -0.150761  3.997158
 4294967295 -0.200977  3.994948
 4294967295 -0.251162  3.992107
 4294967295 -0.301307  3.988636
 4294967295 -0.351405  3.984534
 4294967295 -0.401447  3.979804
 4294967295 -0.451426  3.974445
 4294967295 -0.501333  3.968459
 4294967295 -0.551161  3.961846
 4294967295 -0.600902  3.954607
 4294967295 -0.650549  3.946744
 4294967295 -0.700092  3.938257
 4294967295 -0.749525  3.929149
 4294967295 -0.798840  3.919420
 4294967295 -0.848028  3.909072
 4294967295 -0.897083  3.898107
 4294967295 -0.945996  3.886527
 4294967295 -0.994760  3.874333
 4294967295 -1.043366  3.861527
 4294967295 -1.091808  3.848111
 4294967295 -1.140077  3.834087
 4294967295 -1.188166  3.819458
 4294967295 -1.236068  3.804226
 4294967295 -1.283774  3.788393
 4294967295 -1.331278  3.771962
 4294967295 -1.378572  3.754935
 4294967295 -1.425648  3.737316
 4294967295 -1.472498  3.719106
 4294967295 -1.519116  3.700309
 4294967295 -1.565495  3.680927
 4294967295 -1.611626  3.660965
 4294967295 -1.657502  3.640424
 4294967295 -1.703117  3.619308
 4294967295 -1.748463  3.597621
 4294967295 -1.793533  3.575366
 4294967295 -1.838319  3.552546
 4294967295 -1.882816  3.529165
 4294967295 -1.927015  3.505227
 4294967295 -1.970909  3.480735
 4294967295 -2.014493  3.455694
 4294967295 -2.057758  3.430107
 4294967295 -2.100699  3.403978
 4294967295 -2.143307  3.377312
 4294967295 -2.185577  3.350112
 4294967295 -2.227502  3.322384
 4294967295 -2.269076  3.294130
 4294967295 -2.310291  3.265357
 4294967295 -2.351141  3.236068
 4294967295 -2.391620  3.206268
 4294967295 -2.431721  3.175962
 4294967295 -2.471438  3.145154
 4294967295 -2.510765  3.113849
 4294967295 -2.549696  3.082053
 4294967295 -2.588224  3.049770
 4294967295 -2.626343  3.017006
 4294967295 -2.664047  2.983765
 4294967295 -2.701331  2.950052
 4294967295 -2.738188  2.915875
 4294967295 -2.774613  2.881236
 4294967295 -2.810600  2.846143
 4294967295 -2.846143  2.810600
 4294967295 -2.881236  2.774613
 4294967295 -2.915875  2.738188
 4294967295 -2.950052  2.701331
 4294967295 -2.983765  2.664047
 4294967295 -3.017006  2.626343
 4294967295 -3.049770  2.588224
 4294967295 -3.082053  2.549696
 4294967295 -3.113849  2.510765
 4294967295 -3.145154  2.471438
 4294967295 -3.175962  2.431721
 4294967295 -3.206268  2.391620
 4294967295 -3.236068  2.351141
 4294967295 -3.265357  2.310291
 4294967295 -3.294130  2.269076
 4294967295 -3.322384  2.227502
 4294967295 -3.350112  2.185577
 4294967295 -3.377312  2.143307
 4294967295 -3.403978  2.100699
 4294967295 -3.430107  2.057758
 4294967295 -3.455694  2.014493
 4294967295 -3.480735  1.970909
 4294967295 -3.505227  1.927015
 4294967295 -3.529165  1.882816
 4294967295 -3.552546  1.838319
 4294967295 -3.575366  1.793533
 4294967295 -3.597621  1.748463
 4294967295 -3.619308  1.703117
 4294967295 -3.640424  1.657502
 4294967295 -3.660965  1.611626
 4294967295 -3.680927  1.565495
 4294967295 -3.700309  1.519116
 4294967295 -3.719106  1.472498
 4294967295 -3.737316  1.425648
 4294967295 -3.754935  1.378572
 4294967295 -3.771962  1.331278
 4294967295 -3.788393  1.283774
 4294967295 -3.804226  1.236068
 4294967295 -3.819458  1.188166
 4294967295 -3.834087  1.140077
 4294967295 -3.848111  1.091808
 4294967295 -3.861527  1.043366
 4294967295 -3.874333  0.994760
 4294967295 -3.886527  0.945996
 4294967295 -3.898107  0.897083
 4294967295 -3.909072  0.848028
 4294967295 -3.919420  0.798840
 4294967295 -3.929149  0.749525
 4294967295 -3.938257  0.700092
 4294967295 -3.946744  0.650549
 4294967295 -3.954607  0.600902
 4294967295 -3.961846  0.551161
 4294967295 -3.968459  0.501333
 4294967295 -3.974445  0.451426
 4294967295 -3.979804  0.401447
 4294967295 -3.984534  0.351405
 4294967295 -3.988636  0.301307
 4294967295 -3.992107  0.251162
 4294967295 -3.994948  0.200977
 4294967295 -3.997158  0.150761
 4294967295 -3.998737  0.100520
 4294967295 -3.999684  0.050264
 4294967295 -4.000000  0.000000
 4294967295 -3.999684  -0.050264
 4294967295 -3.998737  -0.100520
 4294967295 -3.997158  -0.150761
 4294967295 -3.994948  -0.200977
 4294967295 -3.992107  -0.251162
 4294967295 -3.988636  -0.301307
 4294967295 -3.984534  -0.351405
 4294967295 -3.979804  -0.401447
 4294967295 -3.974445  -0.451426
 4294967295 -3.968459  -0.501333
 4294967295 -3.961846  -0.551161
 4294967295 -3.954607  -0.600902
 4294967295 -3.946744  -0.650549
 4294967295 -3.938257  -0.700092
 4294967295 -3.929149  -0.749525
 4294967295 -3.919420  -0.798840
 4294967295 -3.909072  -0.848028
 4294967295 -3.898107  -0.897083
 4294967295 -3.886527  -0.945996
 4294967295 -3.874333  -0.994760
 4294967295 -3.861527  -1.043366
 4294967295 -3.848111  -1.091808
 4294967295 -3.834087  -1.140077
 4294967295 -3.819458  -1.188166
 4294967295 -3.804226  -1.236068
 4294967295 -3.788393  -1.283774
 4294967295 -3.771962  -1.331278
 4294967295 -3.754935  -1.378572
 4294967295 -3.737316  -1.425648
 4294967295 -3.719106  -1.472498
 4294967295 -3.700309  -1.519116
 4294967295 -3.680927  -1.565495
 4294967295 -3.660965  -1.611626
 4294967295 -3.640424  -1.657502
 4294967295 -3.619308  -1.703117
 4294967295 -3.597621  -1.748463
 4294967295 -3.575366  -1.793533
 4294967295 -3.552546  -1.838319
 4294967295 -3.529165  -1.882816
 4294967295 -3.505227  -1.927015
 4294967295 -3.480735  -1.970909
 4294967295 -3.455694  -2.014493
 4294967295 -3.430107  -2.057758
 4294967295 -3.403978  -2.100699
 4294967295 -3.377312  -2.143307
 4294967295 -3.350112  -2.185577
 4294967295 -3.322384  -2.227502
 4294967295 -3.294130  -2.269076
 4294967295 -3.265357  -2.310291
 4294967295 -3.236068  -2.351141
 4294967295 -3.206268  -2.391620
 4294967295 -3.175962  -2.431721
 4294967295 -3.145154  -2.471438
 4294967295 -3.113849  -2.510765
 4294967295 -3.082053  -2.549696
 4294967295 -3.049770  -2.588224
 4294967295 -3.017006  -2.626343
 4294967295 -2.983765  -2.664047
 4294967295 -2.950052  -2.701331
 4294967295 -2.915875  -2.738188
 4294967295 -2.881236  -2.774613
 4294967295 -2.846143  -2.810600
 4294967295 -2.810600  -2.846143
 4294967295 -2.774613  -2.881236
 4294967295 -2.738188  -2.915875
 4294967295 -2.701331  -2.950052
 4294967295 -2.664047  -2.983765
 4294967295 -2.626343  -3.017006
 4294967295 -2.588224  -3.049770
 4294967295 -2.549696  -3.082053
 4294967295 -2.510765  -3.113849
 4294967295 -2.471438  -3.145154
 4294967295 -2.431721  -3.175962
 4294967295 -2.391620  -3.206268
 4294967295 -2.351141  -3.236068
 4294967295 -2.310291  -3.265357
 4294967295 -2.269076  -3.294130
 4294967295 -2.227502  -3.322384
 4294967295 -2.185577  -3.350112
 4294967295 -2.143307  -3.377312
 4294967295 -2.100699  -3.403978
 4294967295 -2.057758  -3.430107
 4294967295 -2.014493  -3.455694
 4294967295 -1.970909  -3.480735
 4294967295 -1.927015  -3.505227
 4294967295 -1.882816  -3.529165
 4294967295 -1.838319  -3.552546
 4294967295 -1.793533  -3.575366
 4294967295 -1.748463  -3.597621
 4294967295 -1.703117  -3.619308
 4294967295 -1.657502  -3.640424
 4294967295 -1.611626  -3.660965
 4294967295 -1.565495  -3.680927
 4294967295 -1.519116  -3.700309
 4294967295 -1.472498  -3.719106
 4294967295 -1.425648  -3.737316
 4294967295 -1.378572  -3.754935
 4294967295 -1.331278  -3.771962
 4294967295 -1.283774  -3.788393
 4294967295 -1.236068  -3.804226
 4294967295 -1.188166  -3.819458
 4294967295 -1.140077  -3.834087
 4294967295 -1.091808  -3.848111
 4294967295 -1.043366  -3.861527
 4294967295 -0.994760  -3.874333
 4294967295 -0.945996  -3.886527
 4294967295 -0.897083  -3.898107
 4294967295 -0.848028  -3.909072
 4294967295 -0.798840  -3.919420
 4294967295 -0.749525  -3.929149
 4294967295 -0.700092  -3.938257
 4294967295 -0.650549  -3.946744
 4294967295 -0.600902  -3.954607
 4294967295 -0.551161  -3.961846
 4294967295 -0.501333  -3.968459
 4294967295 -0.451426  -3.974445
 4294967295 -0.401447  -3.979804
 4294967295 -0.351405  -3.984534
 4294967295 -0.301307  -3.988636
 4294967295 -0.251162  -3.992107
 4294967295 -0.200977  -3.994948
 4294967295 -0.150761  -3.997158
 4294967295 -0.100520  -3.998737
 4294967295 -0.050264  -3.999684
 4294967295 -0.000000  -4.000000
 4294967295 0.050264  -3.999684
 4294967295 0.100520  -3.998737
 4294967295 0.150761  -3.997158
 4294967295 0.200977  -3.994948
 4294967295 0.251162  -3.992107
 4294967295 0.301307  -3.988636
 4294967295 0.351405  -3.984534
 4294967295 0.401447  -3.979804
 4294967295 0.451426  -3.974445
 4294967295 0.501333  -3.968459
 4294967295 0.551161  -3.961846
 4294967295 0.600902  -3.954607
 4294967295 0.650549  -3.946744
 4294967295 0.700092  -3.938257
 4294967295 0.749525  -3.929149
 4294967295 0.798840  -3.919420
 4294967295 0.848028  -3.909072
 4294967295 0.897083  -3.898107
 4294967295 0.945996  -3.886527
 4294967295 0.994760  -3.874333
 4294967295 1.043366  -3.861527
 4294967295 1.091808  -3.848111
 4294967295 1.140077  -3.834087
 4294967295 1.188166  -3.819458
 4294967295 1.236068  -3.804226
 4294967295 1.283774  -3.788393
 4294967295 1.331278  -3.771962
 4294967295 1.378572  -3.754935
 4294967295 1.425648  -3.737316
 4294967295 1.472498  -3.719106
 4294967295 1.519116  -3.700309
 4294967295 1.565495  -3.680927
 4294967295 1.611626  -3.660965
 4294967295 1.657502  -3.640424
 4294967295 1.703117  -3.619308
 4294967295 1.748463  -3.597621
 4294967295 1.793533  -3.575366
 4294967295 1.838319  -3.552546
 4294967295 1.882816  -3.529165
 4294967295 1.927015  -3.505227
 4294967295 1.970909  -3.480735
 4294967295 2.014493  -3.455694
 4294967295 2.057758  -3.430107
 4294967295 2.100699  -3.403978
 4294967295 2.143307  -3.377312
 4294967295 2.185577  -3.350112
 4294967295 2.227502  -3.322384
 4294967295 2.269076  -3.294130
 4294967295 2.310291  -3.265357
 4294967295 2.351141  -3.236068
 4294967295 2.391620  -3.206268
 4294967295 2.431721  -3.175962
 4294967295 2.471438  -3.145154
 4294967295 2.510765  -3.113849
 4294967295 2.549696  -3.082053
 4294967295 2.588224  -3.049770
 4294967295 2.626343  -3.017006
 4294967295 2.664047  -2.983765
 4294967295 2.701331  -2.950052
 4294967295 2.738188  -2.915875
 4294967295 2.774613  -2.881236
 4294967295 2.810600  -2.846143
 4294967295 2.846143  -2.810600
 4294967295 2.881236  -2.774613
 4294967295 2.915875  -2.738188
 4294967295 2.950052  -2.701331
 4294967295 2.983765  -2.664047
 4294967295 3.017006  -2.626343
 4294967295 3.049770  -2.588224
 4294967295 3.082053  -2.549696
 4294967295 3.113849  -2.510765
 4294967295 3.145154  -2.471438
 4294967295 3.175962  -2.431721
 4294967295 3.206268  -2.391620
 4294967295 3.236068  -2.351141
 4294967295 3.265357  -2.310291
 4294967295 3.294130  -2.269076
 4294967295 3.322384  -2.227502
 4294967295 3.350112  -2.185577
 4294967295 3.377312  -2.143307
 4294967295 3.403978  -2.100699
 4294967295 3.430107  -2.057758
 4294967295 3.455694  -2.014493
 4294967295 3.480735  -1.970909
 4294967295 3.505227  -1.927015
 4294967295 3.529165  -1.882816
 4294967295 3.552546  -1.838319
 4294967295 3.575366  -1.793533
 4294967295 3.597621  -1.748463
 4294967295 3.619308  -1.703117
 4294967295 3.640424  -1.657502
 4294967295 3.660965  -1.611626
 4294967295 3.680927  -1.565495
 4294967295 3.700309  -1.519116
 4294967295 3.719106  -1.472498
 4294967295 3.737316  -1.425648
 4294967295 3.754935  -1.378572
 4294967295 3.771962  -1.331278
 4294967295 3.788393  -1.283774
 4294967295 3.804226  -1.236068
 4294967295 3.819458  -1.188166
 4294967295 3.834087  -1.140077
 4294967295 3.848111  -1.091808
 4294967295 3.861527  -1.043366
 4294967295 3.874333  -0.994760
 4294967295 3.886527  -0.945996
 4294967295 3.898107  -0.897083
 4294967295 3.909072  -0.848028
 4294967295 3.919420  -0.798840
 4294967295 3.929149  -0.749525
 4294967295 3.938257  -0.700092
 4294967295 3.946744  -0.650549
 4294967295 3.954607  -0.600902
 4294967295 3.961846  -0.551161
 4294967295 3.968459  -0.501333
 4294967295 3.974445  -0.451426
 4294967295 3.979804  -0.401447
 4294967295 3.984534  -0.351405
 4294967295 3.988636  -0.301307
 4294967295 3.992107  -0.251162
 4294967295 3.994948  -0.200977
 4294967295 3.997158  -0.150761
 4294967295 3.998737  -0.100520
 4294967295 3.999684  -0.050264
0   -0.850000  -2.500000
0   -0.846593  -2.499987
0   -0.843186  -2.499974
0   -0.839780  -2.499961
0   -0.836373  -2.499948
0   -0.832966  -2.499935
0   -0.829559  -2.499922
0   -0.826152  -2.499909
0   -0.822745  -2.499896
0   -0.819339  -2.499884
0   -0.815932  -2.499871
0   -0.812525  -2.499858
0   -0.809118  -2.499846
0   -0.805711  -2.499833
0   -0.802305  -2.499821
0   -0.798898  -2.499808
0   -0.795491  -2.499796
0   -0.792084  -2.499784
0   -0.788677  -2.499772
0   -0.785271  -2.499759
0   -0.781864  -2.499747
0   -0.778457  -2.499735
0   -0.775050  -2.499723
0   -0.771643  -2.499711
0   -0.768236  -2.499699
0   -0.764830  -2.499687
0   -0.761423  -2.499676
0   -0.758016  -2.499664
0   -0.754609  -2.499652
0   -0.751202  -2.499640
0   -0.747796  -2.499629
0   -0.744389  -2.499617
0   -0.740982  -2.499606
0   -0.737575  -2.499594
0   -0.734168  -2.499583
0   -0.730762  -2.499572
0   -0.727355  -2.499560
0   -0.723948  -2.499549
0   -0.720541  -2.499538
0   -0.717134  -2.499527
0   -0.713727  -2.499516
0   -0.710321  -2.499505
0   -0.706914  -2.499494
0   -0.703507  -2.499483
0   -0.700100  -2.499472
0   -0.696693  -2.499461
0   -0.693287  -2.499450
0   -0.689880  -2.499440
0   -0.686473  -2.499429
0   -0.683066  -2.499418
0   -0.679659  -2.499408
0   -0.676253  -2.499397
0   -0.672846  -2.499387
0   -0.669439  -2.499376
0   -0.666032  -2.499366
0   -0.662625  -2.499356
0   -0.659218  -2.499346
0   -0.655812  -2.499335
0   -0.652405  -2.499325
0   -0.648998  -2.499315
0   -0.645591  -2.499305
0   -0.642184  -2.499295
0   -0.638778  -2.499285
0   -0.635371  -2.499275
0   -0.631964  -2.499266
0   -0.628557  -2.499256
0   -0.625150  -2.499246
0   -0.621743  -2.499237
0   -0.618337  -2.499227
0   -0.614930  -2.499217
0   -0.611523  -2.499208
0   -0.608116  -2.499198
0   -0.604709  -2.499189
0   -0.601303  -2.499180
0   -0.597896  -2.499170
0   -0.594489  -2.499161
0   -0.591082  -2.499152
0   -0.587675  -2.499143
0   -0.584269  -2.499134
0   -0.580862  -2.499125
0   -0.577455  -2.499116
0   -0.574048  -2.499107
0   -0.570641  -2.499098
0   -0.567234  -2.499089
0   -0.563828  -2.499080
0   -0.560421  -2.499072
0   -0.557014  -2.499063
0   -0.553607  -2.499054
0   -0.550200  -2.499046
0   -0.546794  -2.499037
0   -0.543387  -2.499029
0   -0.539980  -2.499021
0   -0.536573  -2.499012
0   -0.533166  -2.499004
0   -0.529760  -2.498996
0   -0.526353  -2.498988
0   -0.522946  -2.498979
0   -0.519539  -2.498971
0   -0.516132  -2.498963
0   -0.512725  -2.498955
0   -0.509319  -2.498948
0   -0.505912  -2.498940
0   -0.502505  -2.498932
0   -0.499098  -2.498924
0   -0.495691  -2.498916
0   -0.492285  -2.498909
0   -0.488878  -2.498901
0   -0.485471  -2.498894
0   -0.482064  -2.498886
0   -0.478657  -2.498879
0   -0.475251  -2.498871
0   -0.471844  -2.498864
0   -0.468437  -2.498857
0   -0.465030  -2.498849
0   -0.461623  -2.498842
0   -0.458216  -2.498835
0   -0.454810  -2.498828
0   -0.451403  -2.498821
0   -0.447996  -2.498814
0   -0.444589  -2.498807
0   -0.441182  -2.498800
0   -0.437776  -2.498794
0   -0.434369  -2.498787
0   -0.430962  -2.498780
0   -0.427555  -2.498773
0   -0.424148  -2.498767
0   -0.420741  -2.498760
0   -0.417335  -2.498754
0   -0.413928  -2.498747
0   -0.410521  -2.498741
0   -0.407114  -2.498735
0   -0.403707  -2.498728
0   -0.400301  -2.498722
0   -0.396894  -2.498716
0   -0.393487  -2.498710
0   -0.390080  -2.498704
0   -0.386673  -2.498698
0   -0.383267  -2.498692
0   -0.379860  -2.498686
0   -0.376453  -2.498680
0   -0.373046  -2.498674
0   -0.369639  -2.498668
0   -0.366232  -2.498663
0   -0.362826  -2.498657
0   -0.359419  -2.498652
0   -0.356012  -2.498646
0   -0.352605  -2.498641
0   -0.349198  -2.498635
0   -0.345792  -2.498630
0   -0.342385  -2.498624
0   -0.338978  -2.498619
0   -0.335571  -2.498614
0   -0.332164  -2.498609
0   -0.328758  -2.498604
0   -0.325351  -2.498599
0   -0.321944  -2.498594
0   -0.318537  -2.498589
0   -0.315130  -2.498584
0   -0.311723  -2.498579
0   -0.308317  -2.498574
0   -0.304910  -2.498569
0   -0.301503  -2.498565
0   -0.298096  -2.498560
0   -0.294689  -2.498555
0   -0.291283  -2.498551
0   -0.287876  -2.498546
0   -0.284469  -2.498542
0   -0.281062  -2.498537
0   -0.277655  -2.498533
0   -0.274248  -2.498529
0   -0.270842  -2.498525
0   -0.267435  -2.498520
0   -0.264028  -2.498516
0   -0.260621  -2.498512
0   -0.257214  -2.498508
0   -0.253808  -2.498504
0   -0.250401  -2.498500
0   -0.246994  -2.498497
0   -0.243587  -2.498493
0   -0.240180  -2.498489
0   -0.236774  -2.498485
0   -0.233367  -2.498482
0   -0.229960  -2.498478
0   -0.226553  -2.498475
0   -0.223146  -2.498471
0   -0.219739  -2.498468
0   -0.216333  -2.498464
0   -0.212926  -2.498461
0   -0.209519  -2.498458
0   -0.206112  -2.498454
0   -0.202705  -2.498451
0   -0.199299  -2.498448
0   -0.195892  -2.498445
0   -0.192485  -2.498442
0   -0.189078  -2.498439
0   -0.185671  -2.498436
0   -0.182265  -2.498433
0   -0.178858  -2.498431
0   -0.175451  -2.498428
0   -0.172044  -2.498425
0   -0.168637  -2.498423
0   -0.165230  -2.498420
0   -0.161824  -2.498417
0   -0.158417  -2.498415
0   -0.155010  -2.498413
0   -0.151603  -2.498410
0   -0.148196  -2.498408
0   -0.144790  -2.498406
0   -0.141383  -2.498403
0   -0.137976  -2.498401
0   -0.134569  -2.498399
0   -0.131162  -2.498397
0   -0.127756  -2.498395
0   -0.124349  -2.498393
0   -0.120942  -2.498391
0   -0.117535  -2.498389
0   -0.114128  -2.498388
0   -0.110721  -2.498386
0   -0.107315  -2.498384
0   -0.103908  -2.498382
0   -0.100501  -2.498381
0   -0.097094  -2.498379
0   -0.093687  -2.498378
0   -0.090281  -2.498376
0   -0.086874  -2.498375
0   -0.083467  -2.498374
0   -0.080060  -2.498373
0   -0.076653  -2.498371
0   -0.073246  -2.498370
0   -0.069840  -2.498369
0   -0.066433  -2.498368
0   -0.063026  -2.498367
0   -0.059619  -2.498366
0   -0.056212  -2.498365
0   -0.052806  -2.498364
0   -0.049399  -2.498363
0   -0.045992  -2.498363
0   -0.042585  -2.498362
0   -0.039178  -2.498361
0   -0.035772  -2.498361
0   -0.032365  -2.498360
0   -0.028958  -2.498360
0   -0.025551  -2.498359
0   -0.022144  -2.498359
0   -0.018737  -2.498359
0   -0.015331  -2.498358
0   -0.011924  -2.498358
0   -0.008517  -2.498358
0   -0.005110  -2.498358
0   -0.001703  -2.498358
0   0.001703  -2.498358
0   0.005110  -2.498358
0   0.008517  -2.498358
0   0.011924  -2.498358
0   0.015331  -2.498358
0   0.018737  -2.498359
0   0.022144  -2.498359
0   0.025551  -2.498359
0   0.028958  -2.498360
0   0.032365  -2.498360
0   0.035772  -2.498361
0   0.039178  -2.498361
0   0.042585  -2.498362
0   0.045992  -2.498363
0   0.049399  -2.498363
0   0.052806  -2.498364
0   0.056212  -2.498365
0   0.059619  -2.498366
0   0.063026  -2.498367
0   0.066433  -2.498368
0   0.069840  -2.498369
0   0.073246  -2.498370
0   0.076653  -2.498371
0   0.080060  -2.498373
0   0.083467  -2.498374
0   0.086874  -2.498375
0   0.090281  -2.498376
0   0.093687  -2.498378
0   0.097094  -2.498379
0   0.100501  -2.498381
0   0.103908  -2.498382
0   0.107315  -2.498384
0   0.110721  -2.498386
0   0.114128  -2.498388
0   0.117535  -2.498389
0   0.120942  -2.498391
0   0.124349  -2.498393
0   0.127756  -2.498395
0   0.131162  -2.498397
0   0.134569  -2.498399
0   0.137976  -2.498401
0   0.141383  -2.498403
0   0.144790  -2.498406
0   0.148196  -2.498408
0   0.151603  -2.498410
0   0.155010  -2.498413
0   0.158417  -2.498415
0   0.161824  -2.498417
0   0.165230  -2.498420
0   0.168637  -2.498423
0   0.172044  -2.498425
0   0.175451  -2.498428
0   0.178858  -2.498431
0   0.182265  -2.498433
0   0.185671  -2.498436
0   0.189078  -2.498439
0   0.192485  -2.498442
0   0.195892  -2.498445
0   0.199299  -2.498448
0   0.202705  -2.498451
0   0.206112  -2.498454
0   0.209519  -2.498458
0   0.212926  -2.498461
0   0.216333  -2.498464
0   0.219739  -2.498468
0   0.223146  -2.498471
0   0.226553  -2.498475
0   0.229960  -2.498478
0   0.233367  -2.498482
0   0.236774  -2.498485
0   0.240180  -2.498489
0   0.243587  -2.498493
0   0.246994  -2.498497
0   0.250401  -2.498500
0   0.253808  -2.498504
0   0.257214  -2.498508
0   0.260621  -2.498512
0   0.264028  -2.498516
0   0.267435  -2.498520
0   0.270842  -2.498525
0   0.274248  -2.498529
0   0.277655  -2.498533
0   0.281062  -2.498537
0   0.284469  -2.498542
0   0.287876  -2.498546
0   0.291283  -2.498551
0   0.294689  -2.498555
0   0.298096  -2.498560
0   0.301503  -2.498565
0   0.304910  -2.498569
0   0.308317  -2.498574
0   0.311723  -2.498579
0   0.315130  -2.498584
0   0.318537  -2.498589
0   0.321944  -2.498594
0   0.325351  -2.498599
0   0.328758  -2.498604
0   0.332164  -2.498609
0   0.335571  -2.498614
0   0.338978  -2.498619
0   0.342385  -2.498624
0   0.345792  -2.498630
0   0.349198  -2.498635
0   0.352605  -2.498641
0   0.356012  -2.498646
0   0.359419  -2.498652
0   0.362826  -2.498657
0   0.366232  -2.498663
0   0.369639  -2.498668
0   0.373046  -2.498674
0   0.376453  -2.498680
0   0.379860  -2.498686
0   0.383267  -2.498692
0   0.386673  -2.498698
0   0.390080  -2.498704
0   0.393487  -2.498710
0   0.396894  -2.498716
0   0.400301  -2.498722
0   0.403707  -2.498728
0   0.407114  -2.498735
0   0.410521  -2.498741
0   0.413928  -2.498747
0   0.417335  -2.498754
0   0.420741  -2.498760
0   0.424148  -2.498767
0   0.427555  -2.498773
0   0.430962  -2.498780
0   0.434369  -2.498787
0   0.437776  -2.498794
0   0.441182  -2.498800
0   0.444589  -2.498807
0   0.447996  -2.498814
0   0.451403  -2.498821
0   0.454810  -2.498828
0   0.458216  -2.498835
0   0.461623  -2.498842
0   0.465030  -2.498849
0   0.468437  -2.498857
0   0.471844  -2.498864
0   0.475251  -2.498871
0   0.478657  -2.498879
0   0.482064  -2.498886
0   0.485471  -2.498894
0   0.488878  -2.498901
0   0.492285  -2.498909
0   0.495691  -2.498916
0   0.499098  -2.498924
0   0.502505  -2.498932
0   0.505912  -2.498940
0   0.509319  -2.498948
0   0.512725  -2.498955
0   0.516132  -2.498963
0   0.519539  -2.498971
